"cnpj","nome_coop","auditorIndependente","mudou_auditor","situacao","uf","endereco_eletronico","segmento_prudencial","numeroAgencias","Ativo_Total","Patrimonio_Liquido","Despesas_Operacionais","Receitas_Operacionais","Depositos_totais","Caixa","Disponibilidades","Sobras","PECLD","Capital_social","Compensacao","Carteira_credito","Classificacao_carteira_credito","regiao","municipio","classe","criterio_de_associacao","categ_coop_sing","filiacao","big_four","data_inicio_atividades","idade_em_2022","total_de_cooperados","cooperados_pf","cooperados_pj","Passivo_Total"
5969937,"COOPERATIVA DE CRÉDITO MÚTUO DOS SERVIDORES MUNICIPAIS DE BEBEDOURO - COOCRESB.","MOORE PRISMA AUDITORES INDEPENDENTES",0,"Autorizada em Atividade","SP",NA,"S5",0,1103025056,286128133,-59734041,61339463,124850518,"76005,25",8726929,6161031,-8034769,274033613,572258169,443788339,443788339,"Sudeste","BEBEDOURO","Singular","Empregados ou Servidores","Clássica","CCC ESTADO SP - CECRESP",0,"2003-09-30",19,1026,1024,2,1103025056
74248949,"COOPERATIVA DE CRÉDITO MÚTUO DOS SERVIDORES MUNICIPAIS DE SÃO JOÃO DA BOA VISTA - CREDIVISTA","MARCELINO VASCONCELOS BARROSO",0,"Autorizada em Atividade","SP","www.credivista.com.br","S5",0,16769124421,2115493356,-240880512,330555266,3545327938,"863353,87",86359965,76819339,-63241877,1559358697,10885287765,4134386359,4134386359,"Sudeste","SAO JOAO DA BOA VISTA","Singular","Empregados ou Servidores","Clássica",NA,0,"1994-01-05",28,3264,3256,8,16769124421
881829,"COOPERATIVA DE CRÉDITO MÚTUO DOS SERVIDORES PÚBLICOS MUNICIPAIS DE JABOTICABAL - COOPERSERV","FABRICIO KOEKE",0,"Autorizada em Atividade","SP",NA,"S5",0,372990923,137019033,-44167192,36173163,NA,"3819,12",628054,3117157,-6405746,128468325,219952144,142453549,142453549,"Sudeste","JABOTICABAL","Singular","Empregados ou Servidores","Capital e Empréstimo",NA,0,"1995-09-13",27,463,461,2,372990923
6942423,"COOPERATIVA DE CRÉDITO MÚTUO DOS TRABALHADORES DO SISTEMA FINANCEIRO DE CURITIBA E REGIÃO - COOPCREFI","ANEND AUDITORES INDEPENDENTES",0,"Autorizada em Atividade","PR","www.coopcrefi.com.br","S5",0,280302443,117967745,-8910092,19848019,NA,"146,90",1385656,7446853,-3307251,90935462,132688578,92787387,92787387,"Sul","CURITIBA","Singular","Empregados ou Servidores","Clássica",NA,0,"2004-08-02",18,907,905,2,280302443
86803939,"COOPERATIVA DE CRÉDITO MÚTUO SERRA MAR LTDA. - UNICRED SERRA MAR","ERNST & YOUNG AUDITORES INDEPENDENTES S/S",0,"Autorizada em Atividade","RJ","www.unicred.com.br/serramar","S5",14,89871055631,3241122599,-1963938726,1892460908,33491636244,"2414356,19",268077262,-64681788,-548693285,2832052925,52561935209,15165912445,15165912445,"Sudeste","RIO DE JANEIRO","Singular","Atividade Profissional","Clássica","UNICRED CENTRAL RJ/MT",1,"1994-02-25",28,9071,7442,1629,89871055631
5745533,"COOPERATIVA DE CRÉDITO RURAL  E ECONOMIA COM INTERAÇÃO SOLIDÁRIA DE ITATIBA DO SUL - CRESOL ITATIBA DO SUL","MOORE PRISMA AUDITORES INDEPENDENTES",1,"Autorizada em Atividade","RS",NA,"S5",2,5286033594,384432299,-149232508,158039605,1176621519,"61182,67",14824600,-5224841,-50700895,299862000,2408434892,1914734378,1914734378,"Sul","ITATIBA DO SUL","Singular","Livre Admissão","Clássica","CCCR CRESOL CENTRAL BRASIL",0,"2003-06-25",19,2764,2574,190,5286033594
44373041,"COOPERATIVA DE CRÉDITO RURAL - CREDICANA","RUSSELL BEDFORD GM AUDITORES INDEPENDENTES S/S",0,"Autorizada em Atividade","SP","www.credicana.com.br","S5",0,15400059225,1353292560,-186398267,189760068,8369318105,"61008,48",6103040,1333306,-9338022,825511438,5443437435,1854861568,1854861568,"Sudeste","ASSIS","Singular","Produtor Rural","Clássica",NA,0,"1970-03-02",52,640,601,39,15400059225
9244973,"COOPERATIVA DE CRÉDITO RURAL ASCOOB COOPEC - ASCOOB COOPEC","IDERALDO LUIZ AGOSTINHO DE MORAES",0,"Autorizada em Atividade","SE","www.sistemaascoob.com.br","S5",0,861544125,107409458,-38680118,49594211,288112351,"1024,64",102464,5044884,-9348929,79803300,419958442,201746460,201746460,"Nordeste",NA,NA,NA,NA,NA,0,"2007-12-03",15,NA,NA,NA,861544125
2025743,"COOPERATIVA DE CRÉDITO RURAL ASCOOB COOPERAR","IDERALDO LUIZ AGOSTINHO DE MORAES",0,"Autorizada em Atividade","BA","sistemaascoob.com.br","S5",5,3907594765,162111318,-228525539,266359834,1493441921,"25285,22",3828247,-194665688,-57084026,343174700,2058114131,1218422491,1218422491,"Nordeste","ARACI","Singular","Produtor Rural","Clássica","CC ASCOOB CENTRAL",0,"1997-08-01",25,39210,37128,2082,3907594765
7215632,"COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA ALTERNATIVA  CRESOL ALTERNATIVA","PWC AUDITORES INDEPENDENTES",0,"Autorizada em Atividade","SC","www.cresolsicoper.com.br","S5",5,15741960213,1112480024,-492852284,546997354,4121991448,"286234,64",34046703,51063696,-107155642,978443600,7842209786,6271910224,6271910224,"Sul","APIUNA","Singular","Livre Admissão","Clássica","CCCR CRESOL SICOPER",1,"2005-02-04",17,5226,4435,791,15741960213
5211129,"COOPERATIVA DE CRéDITO RURAL COM INTERAçãO SOLIDáRIA CENTRO NORTE - CRESOL CENTRO NORTE","PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES",0,"Autorizada em Atividade","RS","http://cresolsicoper.com.br/","S5",5,12156922365,541608635,-248037857,292141748,2977430985,"204766,80",47753709,42654098,-58119195,367850100,6047700814,4534457728,4534457728,"Sul","MARCELINO RAMOS","Singular","Livre Admissão","Clássica","CCCR CRESOL SICOPER",1,"2002-07-25",20,3601,3148,453,12156922365
2910987,"COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA CENTRO-SUL RS/MS - CRESOL CENTRO-SUL RS/MS","PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES",0,"Autorizada em Atividade","RS","http://cresolsicoper.com.br/","S5",10,78452440144,6201430612,-1747857884,2322174424,20435307828,"1184463,60",443581199,511579968,-1109192385,3214031380,38409021579,29322056003,29322056003,"Sul","ERECHIM","Singular","Livre Admissão","Clássica","CCCR CRESOL SICOPER",1,"1998-12-03",24,16161,13822,2339,78452440144
7252614,"COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA CONFIANÇA  CRESOL CONFIANÇA","PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES",0,"Autorizada em Atividade","RS","http://cresolsicoper.com.br/","S5",6,29659945767,1291730970,-618239397,781954678,6136058362,"450787,58",218389192,127365885,-229800042,835530600,14171425866,10960265599,10960265599,"Sul","PAIM FILHO","Singular","Livre Admissão","Clássica","CCCR CRESOL SICOPER",1,"2005-02-24",17,5511,4937,574,29659945767
5983995,"COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA COOPERAR - CRESOL COOPERAR","PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES",0,"Autorizada em Atividade","RS","www.cresolsicoper.com.br","S5",8,24289334984,994631349,-607801743,761688461,7381142028,"296647,29",116252531,18280657,-215758054,716557300,11826556527,8960754298,8960754298,"Sul","HUMAITA","Singular","Livre Admissão","Clássica","CCCR CRESOL SICOPER",1,"2003-11-04",19,12721,11538,1183,24289334984
5494591,"COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE ALFREDO WAGNER - CRESOL ALFREDO WAGNER","PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES",0,"Autorizada em Atividade","SC","www.cresolsicoper.com.br","S5",3,20540586078,1154385748,-408137856,463584631,3757283290,"94866,85",64997515,2954226,-190157190,888004100,10446822809,7769295759,7769295759,"Sul","ALFREDO WAGNER","Singular","Livre Admissão","Clássica","CCCR CRESOL SICOPER",1,"2003-01-27",19,6346,5779,567,20540586078
1155801,"COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE CURITIBANOS - CRESOL CURITIBANOS","PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES",0,"Autorizada em Atividade","SC","www.cresolsicoper.com.br","S5",6,22431165238,1642670753,-566376183,709817940,5144015628,"399407,20",39941720,94471260,-284761687,1391508000,11045071181,8354957785,8354957785,"Sul","CURITIBANOS","Singular","Livre Admissão","Clássica","CCCR CRESOL SICOPER",1,"1996-04-15",26,7245,6371,874,22431165238
4261151,"COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE DONA EMMA - CRESOL DONA EMMA","PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES",0,"Autorizada em Atividade","SC","www.cresolsicoper.com.br","S5",4,28805518419,1967848586,-707838969,849700848,8155562719,"631517,08",71072142,115371167,-165819962,1501485900,13419954299,10723467084,10723467084,"Sul","DONA EMMA","Singular","Livre Admissão","Clássica","CCCR CRESOL SICOPER",1,"2001-01-15",21,9828,8890,938,28805518419
8488377,"COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE GUARANI DAS MISSÕES - CRESOL GUARANI DAS MISSÕES","PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES",0,"Autorizada em Atividade","RS","www.cresolsicoper.com.br","S5",8,24308207666,1210679674,-671915662,754457522,5195838458,"453860,86",136420114,13187537,-217929841,1010802300,12576485992,9140147279,9140147279,"Sul","GUARANI DAS MISSOES","Singular","Livre Admissão","Clássica","CCCR CRESOL SICOPER",1,"2006-10-27",16,8523,7628,895,24308207666
10453077,"COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE POUSO REDONDO - CRESOL POUSO REDONDO","PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES",0,"Autorizada em Atividade","SC","www.cresolsicoper.com.br","S5",3,15774803022,1107346399,-402955451,485083559,3411742457,"418557,26",41855726,12105804,-165078410,950763100,7807596010,6130225704,6130225704,"Sul","POUSO REDONDO","Singular","Livre Admissão","Clássica","CCCR CRESOL SICOPER",1,"2008-10-24",14,6121,5656,465,15774803022
6031727,"COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE SANTO CRISTO - CRESOL SANTO CRISTO","PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES",0,"Autorizada em Atividade","RS","www.cresolsicoper.com.br","S5",15,45911329985,2424147297,-1312931722,1547181476,15181620840,"1277771,65",201309064,186055157,-497398605,1753333100,20425599669,16221995755,16221995755,"Sul","SANTO CRISTO","Singular","Livre Admissão","Clássica","CCCR CRESOL SICOPER",1,"2003-11-28",19,20231,18049,2182,45911329985
7465539,"COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE WITMARSUM - CRESOL WITMARSUM","PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES",0,"Autorizada em Atividade","SC","www.cresolsicoper.com.br","S5",4,21702956103,1803669812,-532184249,637635654,5198646794,"273532,53",52129213,28858270,-303378649,1547886000,10465613854,8396656005,8396656005,"Sul","WITMARSUM","Singular","Livre Admissão","Clássica","CCCR CRESOL SICOPER",1,"2005-06-27",17,6484,5747,737,21702956103
4622657,"COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA GERAÇÕES  CRESOL GERAÇÕES","PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES",0,"Autorizada em Atividade","RS",NA,"S5",14,50939175735,2765536968,-1084605250,1316181660,12210148621,"1524159,58",175951217,236452891,-505588849,1993883100,26705545774,18879768137,18879768137,"Sul","TENENTE PORTELA","Singular","Livre Admissão","Clássica","CCCR CRESOL SICOPER",1,"2001-08-20",21,12599,10747,1852,50939175735
7946451,"COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA MEIO OESTE - CRESOL MEIO OESTE","PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES",0,"Autorizada em Atividade","SC","www.cresolsicoper.com.br","S5",12,21996917866,1119914702,-585299189,747611991,6293173011,"488286,63",54069234,16278659,-225494754,992829755,10437992659,7960956917,7960956917,"Sul","TANGARA","Singular","Livre Admissão","Clássica","CCCR CRESOL SICOPER",1,"2006-04-11",16,8418,7335,1083,21996917866
2766672,"COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA PLANALTO SERRANO  CRESOL PLANALTO SERRANO","PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES",0,"Autorizada em Atividade","SC","www.cresolsicoper.com.br","S5",5,20365193070,1565036866,-542264991,666217690,5116056112,"238698,75",37587697,27472311,-190257002,1231752689,9185026751,7542616198,7542616198,"Sul","SAO JOAQUIM","Singular","Livre Admissão","Clássica","CCCR CRESOL SICOPER",1,"1998-10-01",24,7339,6614,725,20365193070
17343510,"COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA RAIZ  CRESOL RAIZ","PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES",0,"Autorizada em Atividade","RS","www.cresolsicoper.com.br","S5",12,40449483684,1702986624,-804628624,1080720038,10310584310,"593281,41",59357933,212255058,-228857415,964231000,19917246096,15566978584,15566978584,"Sul","FREDERICO WESTPHALEN","Singular","Livre Admissão","Clássica","CCCR CRESOL SICOPER",1,"2012-12-07",10,12454,11010,1444,40449483684
9433005,"COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA VALE DO CONTESTADO - CRESOL VALE DO CONTESTADO","PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES",0,"Autorizada em Atividade","SC","www.cresolsicoper.com.br","S5",5,10310017258,630689645,-385269373,382354400,2099224489,"282341,13",157062122,64449088,-251099632,463228400,5398408979,4290455469,4290455469,"Sul","IRINEOPOLIS","Singular","Livre Admissão","Clássica","CCCR CRESOL SICOPER",1,"2008-03-07",14,4890,4213,677,10310017258
1073966,"COOPERATIVA DE CRÉDITO RURAL DE ABELARDO LUZ - SULCREDI/CREDILUZ","LINEAR AUDITORES INDEPENDENTES SOCIEDADE SIMPLES",0,"Autorizada em Atividade","SC","www.sulcrediab.com.br","S5",15,33352953221,3192173917,-1030063042,1126894894,10243062970,"955000,31",142745356,51772160,-496672024,2193073808,17225669551,10301988469,10301988469,"Sul","ABELARDO LUZ","Singular","Produtor Rural","Clássica",NA,0,"1996-01-22",26,14649,13097,1552,33352953221
7853842,"COOPERATIVA DE CRÉDITO RURAL DE OURO   SULCREDI/OURO","LINEAR AUDITORES INDEPENDENTES SOCIEDADE SIMPLES",0,"Autorizada em Atividade","SC","www.sulcredi.com.br/ouro/","S5",5,9902007501,450879287,-310414081,866808365,3434543952,"527064,60",141117492,-585060567,-723786063,905495849,4899748990,2821678874,2821678874,"Sul","OURO","Singular","Produtor Rural","Clássica",NA,0,"2006-02-21",16,4347,3949,398,9902007501
1330387,"COOPERATIVA DE CRÉDITO RURAL DE PEQUENOS AGRICULTORES E DA REFORMA AGRÁRIA DO CENTRO OESTE DO PARANÁ - CREHNOR LARANJEIRAS","ANEND AUDITORES INDEPENDENTES",0,"Autorizada em Atividade","PR","www.crehnor.com.br","S5",3,1417182001,82241920,-49878596,43261858,958720964,"104812,38",611505231,-101250481,-9411654,183492401,377736917,244510981,244510981,"Sul","LARANJEIRAS DO SUL","Singular","Produtor Rural","Clássica",NA,0,"1996-07-09",26,4218,4073,145,1417182001
8253539,"COOPERATIVA DE CRÉDITO RURAL DE SÃO MIGUEL DO OESTE - SULCREDI/SÃO MIGUEL","LINEAR AUDITORES INDEPENDENTES SOCIEDADE SIMPLES",0,"Autorizada em Atividade","SC","www.sulcredi.coop.br","S5",5,20452754409,1290531096,-757416388,825821156,9095414622,"809254,65",2288936462,-114355797,-231493516,1337754857,8799685937,6881132664,6881132664,"Sul","SAO MIGUEL D'OESTE","Singular","Produtor Rural","Clássica",NA,0,"2006-08-24",16,6141,5340,801,20452754409
8482873,"COOPERATIVA DE CRÉDITO RURAL DO AGRESTE ALAGOANO - COOPERAGRE","LAURO ANGELO CERUTTI",0,"Autorizada em Atividade","AL",NA,"S5",0,203002941,65881276,-30515461,14273752,60161300,"160362,94",35433063,-21422822,-17149918,45190105,90912262,70534429,70534429,"Nordeste","IGACI","Singular","Produtor Rural","Clássica",NA,0,"2006-11-10",16,1179,1135,44,203002941
7564184,"COOPERATIVA DE CRÉDITO RURAL DO SERTÃO ALAGOANO ASCOOB COCREAL","IDERALDO LUIZ AGOSTINHO DE MORAES",0,"Autorizada em Atividade","AL","www.sistemaascoob.com.br","S5",1,971522397,153364671,-63013849,77767703,168478350,"32758,26",4574318,6356174,-14472691,98528500,512089779,366316012,366316012,"Nordeste","PAO DE ACUCAR","Singular","Produtor Rural","Clássica","CC ASCOOB CENTRAL",0,"2005-08-10",17,5355,5090,265,971522397
50334234,"COOPERATIVA DE CRÉDITO RURAL DOS AGROPECUARISTAS DA REGIÃO DE PORTO FELIZ","PAULO SERGIO SANGIORGIO",0,"Autorizada em Atividade","SP",NA,"S5",0,101566869,37766984,-15043669,9738680,NA,NA,6610234,-10585087,-9278363,38140031,57335918,29861890,29861890,"Sudeste","PORTO FELIZ","Singular","Produtor Rural","Capital e Empréstimo",NA,0,"1978-10-05",44,122,121,1,101566869
49654502,"COOPERATIVA DE CRÉDITO RURAL DOS FORNECEDORES DE CANA DA REGIÃO DE CATANDUVA-COFOCRED","MOORE PRISMA AUDITORES INDEPENDENTES",0,"Autorizada em Atividade","SP",NA,"S5",0,22336455145,7893992677,-292646313,536753314,NA,"310,31",1880559142,302759397,-1582518879,6647088313,13391158982,5450488237,5450488237,"Sudeste","CATANDUVA","Singular","Produtor Rural","Capital e Empréstimo",NA,0,"1978-03-10",44,2588,2541,47,22336455145
52623311,"COOPERATIVA DE CRÉDITO RURAL DOS PLANTADORES DE CANA DA REGIÃO DE IGARAPAVA","PAULO SERGIO SANGIORGIO",0,"Autorizada em Atividade","SP",NA,"S5",0,1243798723,771515388,-29957465,28958277,NA,"2282,86",8818514,29650172,-28269489,544701470,359790570,327621854,327621854,"Sudeste","IGARAPAVA","Singular","Produtor Rural","Capital e Empréstimo",NA,0,"1983-06-10",39,371,368,3,1243798723
12272183,"COOPERATIVA DE CRÉDITO RURAL DOS PLANTADORES DE CANA DE ALAGOAS","D'AGOSTINI CONSULTORIA E AUDITORIA S/S",0,"Autorizada em Atividade","AL","www.coplan.coop.br","S5",0,4650185346,1961973667,-168132215,94150496,327276706,"147145,64",51782228,-74250003,-53758723,143110901,2306355122,344328440,344328440,"Nordeste","MACEIO","Singular","Produtor Rural","Clássica",NA,0,"1969-10-01",53,707,702,5,4650185346
5425526,"COOPERATIVA DE CRÉDITO RURAL E ECONOMIA COM INTERAÇÃO SOLIDÁRIA CONCÓRDIA - CRESOL CONCÓRDIA","MOORE PRISMA AUDITORES INDEPENDENTES",1,"Autorizada em Atividade","SC","www.cresolcentral.com.br","S5",6,14552122325,789417466,-356257339,405171098,4627322097,"56782,34",5679212,-6242563,-206306869,714467000,6239196931,5431895076,5431895076,"Sul","CONCORDIA","Singular","Livre Admissão","Clássica","CCCR CRESOL CENTRAL BRASIL",0,"2002-12-03",20,5796,5270,526,14552122325
4565791,"COOPERATIVA DE CRÉDITO RURAL E ECONOMIA COM INTERAÇÃO SOLIDÁRIA DE ARATIBA  CRESOL ARATIBA","MOORE PRISMA AUDITORES INDEPENDENTES",1,"Autorizada em Atividade","RS",NA,"S5",4,19084202936,930664344,-389133619,444682331,6865344695,"149415,43",18747127,30735127,-218748865,640922100,7607539319,5923329639,5923329639,"Sul","ARATIBA","Singular","Livre Admissão","Clássica","CCCR CRESOL CENTRAL BRASIL",0,"2001-07-13",21,5683,5310,373,19084202936
2904138,"COOPERATIVA DE CRÉDITO RURAL E ECONOMIA COM INTERAÇÃO SOLIDÁRIA DE ÁUREA - CRESOL ÁUREA","MOORE PRISMA AUDITORES INDEPENDENTES",1,"Autorizada em Atividade","RS",NA,"S5",3,8119392712,510510462,-203960653,261367525,2534052684,"54808,57",5723222,-2197662,-190187885,391045300,3465100436,2722131845,2722131845,"Sul","AUREA","Singular","Livre Admissão","Clássica","CCCR CRESOL CENTRAL BRASIL",0,"1998-12-03",24,3889,3700,189,8119392712
5241145,"COOPERATIVA DE CRÉDITO RURAL E ECONOMIA COM INTERAÇÃO SOLIDÁRIA DE GETÚLIO VARGAS - CRESOL GETÚLIO VARGAS","MOORE PRISMA AUDITORES INDEPENDENTES",1,"Autorizada em Atividade","RS",NA,"S5",5,16874184719,984482598,-425002231,520435991,4598073309,"181580,50",24408699,58687140,-223921771,806153500,8064052688,6291261013,6291261013,"Sul","GETULIO VARGAS","Singular","Produtor Rural","Clássica","CCCR CRESOL CENTRAL BRASIL",0,"2002-08-22",20,5589,5181,408,16874184719
9463721,"COOPERATIVA DE CRÉDITO RURAL E ECONOMIA COM INTERAÇÃO SOLIDÁRIA DE JACINTO MACHADO - CRESOL JACINTO MACHADO","MOORE PRISMA AUDITORES INDEPENDENTES",1,"Autorizada em Atividade","SC","www.cresolcentral.com.br","S5",2,7636627144,367096349,-211597308,233034836,2549525841,"98403,55",56184583,20285749,-62122159,296769400,3197345960,2725929088,2725929088,"Sul","JACINTO MACHADO","Singular","Livre Admissão","Clássica","CCCR CRESOL CENTRAL BRASIL",0,"2008-03-26",14,3642,3238,404,7636627144
2904125,"COOPERATIVA DE CRÉDITO RURAL E ECONOMIA COM INTERAÇÃO SOLIDÁRIA DE JACUTINGA - CRESOL JACUTINGA","MOORE PRISMA AUDITORES INDEPENDENTES",1,"Autorizada em Atividade","RS",NA,"S5",11,18612307991,1010530798,-474793094,532550490,4446567335,"193927,44",58531338,-46437200,-376901852,911101900,9236357608,6466726791,6466726791,"Sul","JACUTINGA","Singular","Produtor Rural","Clássica","CCCR CRESOL CENTRAL BRASIL",0,"1998-12-01",24,8188,7597,591,18612307991
5410056,"COOPERATIVA DE CRÉDITO RURAL E ECONOMIA COM INTERAÇÃO SOLIDÁRIA DE JAGUARUNA  CRESOL JAGUARUNA","MOORE PRISMA AUDITORES INDEPENDENTES",1,"Autorizada em Atividade","SC","www.cresolcentral.com.br","S5",4,10580194226,663405849,-334248533,396045870,4117847585,"49408,22",6494231,35905819,-133658357,513151800,4381546459,3760301447,3760301447,"Sul","JAGUARUNA","Singular","Livre Admissão","Clássica","CCCR CRESOL CENTRAL BRASIL",0,"2002-11-12",20,7002,6304,698,10580194226
3015152,"COOPERATIVA DE CRÉDITO RURAL E ECONOMIA COM INTERAÇÃO SOLIDÁRIA DE SÃO VALENTIM - CRESOL SÃO VALENTIM","MOORE PRISMA AUDITORES INDEPENDENTES",1,"Autorizada em Atividade","RS",NA,"S5",5,13594949954,800874522,-283130320,335152629,3753470365,"118322,70",13675805,33940059,-102514203,608822000,5920561556,4858427445,4858427445,"Sul","SAO VALENTIM","Singular","Livre Admissão","Clássica","CCCR CRESOL CENTRAL BRASIL",0,"1999-03-02",23,5409,5040,369,13594949954
5863726,"COOPERATIVA DE CRÉDITO RURAL E ECONOMIA COM INTERAÇÃO SOLIDÁRIA DO PLANALTO SERRA DO RIO GRANDE DO SUL - CRESOL PLANALTO SERRA","MOORE PRISMA AUDITORES INDEPENDENTES",1,"Autorizada em Atividade","RS",NA,"S5",23,78225672505,3570677343,-1540805866,1879516638,22015490724,"731117,95",104446785,68346862,-631985268,2642815000,35394541054,30025594699,30025594699,"Sul","SANANDUVA","Singular","Produtor Rural","Clássica","CCCR CRESOL CENTRAL BRASIL",0,"2003-08-27",19,29967,27728,2239,78225672505
